"Series_reference","Period","Type","Data_value","Lower_CI","Upper_CI","Units","Indicator","Cause","Validation","Population","Age","Severity"
"W_A02","2015","Single year","12.4493706297783","11.4117901638178","13.4869510957387","Per 100,000 people","Age-standardised rate","Assault","Validated","Whole pop","All ages","Serious non-fatal"
"W_A02","2016","Single year","12.6130186829341","11.5778233170697","13.6482140487986","Per 100,000 people","Age-standardised rate","Assault","Validated","Whole pop","All ages","Serious non-fatal"
"W_A02","2017","Single year","12.6161870838565","11.5974551984942","13.6349189692188","Per 100,000 people","Age-standardised rate","Assault","Validated","Whole pop","All ages","Serious non-fatal"
"W_A02","2018","Single year","14.3667822935022","13.285041414984","15.4485231720203","Per 100,000 people","Age-standardised rate","Assault","Validated","Whole pop","All ages","Serious non-fatal"
"W_A02","2019","Single year","15.2859819766305","14.1818314458127","16.3901325074483","Per 100,000 people","Age-standardised rate","Assault","Validated","Whole pop","All ages","Serious non-fatal"
"W_A02","2020","Single year","14.994481465366","13.9060796138577","16.0828833168743","Per 100,000 people","Age-standardised rate","Assault","Validated","Whole pop","All ages","Serious non-fatal"
"W_S01","2000","Single year","140","116.809393390918","163.190606609081","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Serious non-fatal"
"W_S01","2001","Single year","129","106.739088341455","151.260911658544","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Serious non-fatal"
"W_S01","2002","Single year","112","91.257690873055","132.742309126944","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Serious non-fatal"
"W_S01","2003","Single year","114","93.0733111659027","134.926688834097","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Serious non-fatal"
"W_S01","2004","Single year","132","109.481728211702","154.518271788297","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Serious non-fatal"
"W_S01","2005","Single year","109","88.5373752549762","129.462624745023","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Serious non-fatal"
"W_S01","2006","Single year","132","109.481728211702","154.518271788297","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Serious non-fatal"
"W_S01","2007","Single year","135","112.22727638613","157.772723613869","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Serious non-fatal"
"W_S01","2008","Single year","132","109.481728211702","154.518271788297","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Serious non-fatal"
"W_S01","2009","Single year","157","132.441721663582","181.558278336418","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Serious non-fatal"
"W_S01","2010","Single year","163","137.976854958396","188.023145041603","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Serious non-fatal"
"W_S01","2011","Single year","166","140.74763052236","191.252369477639","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Serious non-fatal"
"W_S01","2012","Single year","167","141.671683375006","192.328316624993","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Serious non-fatal"
"W_S01","2013","Single year","154","129.677486593962","178.322513406037","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Serious non-fatal"
"W_S01","2014","Single year","200","172.281923513006","227.718076486993","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Serious non-fatal"
"W_S01","2015","Single year","188","161.126327785535","214.873672214464","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Serious non-fatal"
"W_S01","2016","Single year","223","193.731496160295","252.268503839704","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Serious non-fatal"
"W_S01","2017","Single year","248","217.134456305904","278.865543694095","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Serious non-fatal"
"W_S01","2018","Single year","280","247.203529613777","312.796470386222","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Serious non-fatal"
"W_S01","2019","Single year","303","268.883112353699","337.1168876463","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Serious non-fatal"
"W_S01","2020","Single year","320","284.939098376936","355.060901623063","Injuries","Number","Intentional self-harm","Validated","Whole pop","All ages","Serious non-fatal"
"W_S02","2000","Single year","3.61565951378624","3.01586998113143","4.21544904644105","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Serious non-fatal"
"W_S02","2001","Single year","3.33088485503985","2.75569365526492","3.90607605481477","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Serious non-fatal"
"W_S02","2002","Single year","2.8466319895563","2.31933354080956","3.37393043830303","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Serious non-fatal"
"W_S02","2003","Single year","2.83039948357623","2.31083027946229","3.34996868769017","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Serious non-fatal"
"W_S02","2004","Single year","3.227601695339","2.67694544872611","3.77825794195189","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Serious non-fatal"
"W_S02","2005","Single year","2.63479718978969","2.14002211941064","3.12957226016875","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Serious non-fatal"
"W_S02","2006","Single year","3.14270720974089","2.60609162951125","3.67932278997053","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Serious non-fatal"
"W_S02","2007","Single year","3.2212831345305","2.67701762040266","3.76554864865834","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Serious non-fatal"
"W_S02","2008","Single year","3.09987605051827","2.56972268389728","3.63002941713925","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Serious non-fatal"
"W_S02","2009","Single year","3.66025127162393","3.08555236091546","4.23495018233241","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Serious non-fatal"
"W_S02","2010","Single year","3.79745896591126","3.21232774930719","4.38259018251532","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Serious non-fatal"
"W_S02","2011","Single year","3.80722637276842","3.22491763531313","4.3895351102237","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Serious non-fatal"
"W_S02","2012","Single year","3.88789191133413","3.29456264072219","4.48122118194607","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Serious non-fatal"
"W_S02","2013","Single year","3.54639299499042","2.98252293635434","4.11026305362651","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Serious non-fatal"
"W_S02","2014","Single year","4.51796573821218","3.88666534723232","5.14926612919205","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Serious non-fatal"
"W_S02","2015","Single year","4.14272744713167","3.54559316641612","4.73986172784721","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Serious non-fatal"
"W_S02","2016","Single year","4.78513190135021","4.15052066460967","5.41974313809074","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Serious non-fatal"
"W_S02","2017","Single year","5.27441342675796","4.61161466114009","5.93721219237583","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Serious non-fatal"
"W_S02","2018","Single year","5.85475050420213","5.16170246842544","6.54779853997882","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Serious non-fatal"
"W_S02","2019","Single year","6.27999331579041","5.56475544944769","6.99523118213313","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Serious non-fatal"
"W_S02","2020","Single year","6.43079525494882","5.71814043823742","7.14345007166023","Per 100,000 people","Age-standardised rate","Intentional self-harm","Validated","Whole pop","All ages","Serious non-fatal"
"W_F01A","2000","Single year","3862","3740.19805434427","3983.80194565572","Injuries","Number","Falls","Validated","Whole pop","All ages","Serious non-fatal"
"W_F01A","2001","Single year","3908","3785.47481454299","4030.525185457","Injuries","Number","Falls","Validated","Whole pop","All ages","Serious non-fatal"
"W_F01A","2002","Single year","3911","3788.42779496258","4033.57220503741","Injuries","Number","Falls","Validated","Whole pop","All ages","Serious non-fatal"
"W_F01A","2003","Single year","4029","3904.592453651","4153.40754634899","Injuries","Number","Falls","Validated","Whole pop","All ages","Serious non-fatal"
"W_F01A","2004","Single year","3892","3769.72589100655","4014.27410899344","Injuries","Number","Falls","Validated","Whole pop","All ages","Serious non-fatal"
"W_F01A","2005","Single year","3924","3801.22425152985","4046.77574847014","Injuries","Number","Falls","Validated","Whole pop","All ages","Serious non-fatal"
"W_F01A","2006","Single year","3966","3842.56894360464","4089.43105639535","Injuries","Number","Falls","Validated","Whole pop","All ages","Serious non-fatal"
"W_F01A","2007","Single year","3897","3774.64737426501","4019.35262573498","Injuries","Number","Falls","Validated","Whole pop","All ages","Serious non-fatal"
"W_F01A","2008","Single year","4071","3945.94569635935","4196.05430364064","Injuries","Number","Falls","Validated","Whole pop","All ages","Serious non-fatal"
"W_F01A","2009","Single year","4384","4254.22729304694","4513.77270695305","Injuries","Number","Falls","Validated","Whole pop","All ages","Serious non-fatal"
"W_F01A","2010","Single year","4676","4541.97514616473","4810.02485383527","Injuries","Number","Falls","Validated","Whole pop","All ages","Serious non-fatal"
"W_F01A","2011","Single year","4776","4640.54961303992","4911.45038696008","Injuries","Number","Falls","Validated","Whole pop","All ages","Serious non-fatal"
"p21","2012","Single year","32","20.9127694052025","43.0872305947974","Injuries","Number","Pedestrian","Validated","Children","0-14 years","Serious"
"p21","2013","Single year","37","25.0780045141057","48.9219954858942","Injuries","Number","Pedestrian","Validated","Children","0-14 years","Serious"
"p21","2014","Single year","46","32.7068775018083","59.2931224981916","Injuries","Number","Pedestrian","Validated","Children","0-14 years","Serious"
"p21","2015","Single year","41","28.4501071060961","53.5498928939038","Injuries","Number","Pedestrian","Validated","Children","0-14 years","Serious"
"p21","2016","Single year","36","24.2402160927596","47.7597839072403","Injuries","Number","Pedestrian","Validated","Children","0-14 years","Serious"
